,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount,stage,year_funded
2085,Acko,2016,Bengaluru,Finance sector,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",255000000.0,Scaling,2021-01-01
2086,LoveLocal,2015,Mumbai,Retail & E-commerce,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,Akanksha Hazari,Vulcan Capital,18000000.0,Scaling,2021-01-01
2087,SupplyNote,2015,Uttar Pradesh,Food & Beverage,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.","Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,1200000.0,Early Traction,2021-01-01
2088,Vakilsearch,2010,Tamil Nadu,Consumer Services,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",Hrishikesh Datar,InCorp India,10000000.0,Early Traction,2021-01-01
2089,Cloudphysician,2017,Bengaluru,Health care,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,4000000.0,Early Traction,2021-01-01
2090,Wiggles.in,2018,Pune,Consumer Services,Wiggles India is a preventative healthcare brand for all things pets!,Anushka Iyer,Anthill Ventures,5500000.0,Early Traction,2021-01-01
2091,Avanti Finance,2017,Bengaluru,Finance sector,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",15000000.0,Early Traction,2021-01-01
2092,Vanity Wagon,2018,Delhi,Retail & E-commerce,Vanity Wagon is India's first true information oriented clean beauty marketplace.,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,700000.0,Early Traction,2021-01-01
2093,Purplle,2012,Mumbai,Retail & E-commerce,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,"Rahul Dash, Manish Taneja",Kedaara,70000000.0,Early Traction,2021-01-01
2094,Wallmantra,2013,Uttar Pradesh,Technology sector,WallMantra is a well reputed wall decoration online store in India.,Shivam Agarwal,Velocity,3500000.0,Early Traction,2021-01-01
2095,MFine,2017,Bengaluru,Health care,"MFine aims to make access to trusted healthcare simple, fast, and effective.","Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",48000000.0,Scaling,2021-01-01
2096,Aquatein,2019,Mumbai,Food & Beverage,India's First Protein Water in 21g and 10g Variants with BCAA.,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures,3500000.0,Validation,2021-01-01
2097,Mentza,2020,Mumbai,Education & Training,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform","Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,400000.0,Validation,2021-01-01
2098,ConnectedH,2018,Gurgaon,Health care,Connect different sectors of healthcare system and give the patients complete control over their information.,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India",2300000.0,Validation,2021-01-01
2099,CredAvenue,2017,Tamil Nadu,Finance sector,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",90000000.0,Early Traction,2021-01-01
2100,Vedantu,2011,Bengaluru,Education & Training,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,100000000.0,Scaling,2021-01-01
2101,Exotel,2011,Bengaluru,Communication & Networking,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.","Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",35000000.0,Scaling,2021-01-01
2102,Fantasy Akhada,2020,Gurgaon,Media & Entertainment,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,2000000.0,Early Traction,2021-01-01
2103,Meesho,2015,Bengaluru,Retail & E-commerce,Meesho is India’s largest marketplace for longtail products.,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital",570000000.0,Early Traction,2021-01-01
2104,PumPumPum,2018,Gurgaon,Logistics & Transportation,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,Tarun Lawadia,LC Nueva AIF,3500000.0,Early Traction,2021-01-01
2105,Cusmat,2016,Hyderabad,Technology sector,CUSMAT is India’s largest immersive skilling and training platform.,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,100000.0,Early Traction,2021-01-01
2106,Homeville,2017,Mumbai,Consumer Services,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund",7000000.0,Early Traction,2021-01-01
2107,Coinshift,2021,Chandigarh,Technology sector,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",2500000.0,Validation,2021-01-01
2108,Strip Finance,2021,Hyderabad,Finance sector,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",400000.0,Validation,2021-01-01
2109,Ola Electric,2017,Bengaluru,Logistics & Transportation,Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal,"Falcon Edge, Softbank",200000000.0,Early Traction,2021-01-01
2110,Kolo,2020,Bengaluru,Real Estate & Construction,Home construction app for finding ideas and service providers near you,"Pranav Garg, Jery Althaf",Better Capital,550000.0,Ideation,2021-01-01
2111,Chqbook,2017,Gurgaon,Finance sector,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.","Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",5000000.0,Scaling,2021-01-01
2112,My3DSelfie,2016,Guwahati,Technology sector,World's first to create 3d figurine from photos,Harsha P Deka,"NEVF, AccelNest",3500000.0,Early Traction,2021-01-01
2113,EV Plugs,2021,Gurgaon,Consumer Services,EV charging station aggregator platform,"Manish Narang, Kapil Narang, Ashwani Arora",Inflection Point Ventures,150000.0,Early Traction,2021-01-01
2114,Rulezero,2019,Bengaluru,Finance sector,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.","Satish Mugulavalli, Srinivas Katta",The Treasury,2500000.0,Validation,2021-01-01
2115,CredRight,2016,Hyderabad,Finance sector,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts",2700000.0,Early Traction,2021-01-01
2116,Karbon Card,2019,Bengaluru,Finance sector,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.","Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator",12000000.0,Early Traction,2021-01-01
2117,Auntie Fung,2015,Bengaluru,Food & Beverage,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,"Satrajit Das, Subhradeep Bhowmik",India Angel Network,400000.0,Early Traction,2021-01-01
2118,ePayLater,2015,Mumbai,Finance sector,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures",10000000.0,Scaling,2021-01-01
2119,Fittr,2016,Pune,Health care,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.","Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",11000000.0,Early Traction,2021-01-01
2120,Medikabazaar,2014,Mumbai,Health care,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.","Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",75000000.0,Scaling,2021-01-01
2121,Nimble Growth Organics,2016,Bengaluru,Agriculture & Environment,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,"Rahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar ML",Inflection Point Ventures,3500000.0,Validation,2021-01-01
2122,Delhivery,2011,Gurgaon,Logistics & Transportation,Delhivery is a leading logistics and supply chain services company in India.,Sahil Barua,"Lee Fixel’s venture capital firm, Addition",125000000.0,Early Traction,2021-01-01
2123,Akudo,2020,Bengaluru,Finance sector,A Learning-First Neobank for teenagers - Enable practical financial education for child today,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels",4200000.0,Validation,2021-01-01
2124,Sanctum Wealth,2016,Mumbai,Finance sector,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,Shiv Gupta,The Xander Group,10000000.0,Early Traction,2021-01-01
2125,88academics,2018,Delhi,Education & Training,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,Anil Ahuja,Aarin Capital,3000000.0,Early Traction,2021-01-01
2126,Upgame,2017,Gurgaon,Media & Entertainment,Upgame is the leading data intelligence and practice tracking platform for golfers,Sameer Sawhney,"James Milner, Adam Lallana",3500000.0,Early Traction,2021-01-01
2127,Sanfe,2018,Delhi,Health care,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma",1000000.0,Early Traction,2021-01-01
2128,PredictiVu,2020,Gurgaon,Consumer Services,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights","Ashneer Grover, Shashvat Nakrani",Kunal Sarkar,1500000.0,Ideation,2021-01-01
2129,Sterling Accuris Wellness,2016,Ahmedabad,Health care,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",Girish Patel,Morgan Stanley Private Equity Asia,30000000.0,Early Traction,2021-01-01
2130,Bijnis,2015,Delhi,Technology sector,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital,30000000.0,Scaling,2021-01-01
2131,Capital Float,2013,Bengaluru,Finance sector,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India,50000000.0,Early Traction,2021-01-01
2132,Manch Technologies,2017,Bengaluru,Consumer Services,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",Suresh Anantpurkar,Bharat Inclusion,1000000.0,Early Traction,2021-01-01
2133,Sochcast,2020,Bengaluru,Media & Entertainment,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,"Vinners, Raj Nayak, Amritaanshu Agrawal",$Undisclosed,3500000.0,Early Traction,2021-01-01
2134,Glamyo Health,2019,Delhi,Health care,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital,3000000.0,Early Traction,2021-01-01
2135,CashBook,2020,Gurgaon,Finance sector,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.","Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures",2300000.0,Validation,2021-01-01
2136,The Money Club,2016,Uttar Pradesh,Finance sector,The Money Club is a mobile platform for peer to peer chit funds.,"Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts",1700000.0,Early Traction,2021-01-01
2137,SuperZop,2016,Mumbai,Retail & E-commerce,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,4000000.0,Early Traction,2021-01-01
2138,Zypp Electric,2017,Gurgaon,Logistics & Transportation,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.","Akash Gupta, Rashi Agarwal","9Unicorns, Anthill Ventures",7000000.0,Early Traction,2021-01-01
2139,Alpha Coach,2021,Mumbai,Education & Training,One to One Personal Fitness Coaching,Ketan Mavinkurve,Jani Ventures INC,1200000.0,Early Traction,2021-01-01
2140,VRO Hospitality,2018,Bengaluru,Health care,One of the fastest-growing hospitality companies based out of Bangalore.,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors,3000000.0,Early Traction,2021-01-01
2141,byteXL,2019,Hyderabad,Education & Training,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.","Sricharan Tadepalli, Karun Tadepalli",Joseph Joy,200000.0,Early Traction,2021-01-01
2142,Leena AI,2015,Gurgaon,Technology sector,AI to help enterprises transform the employee experience.,"Mayank Goyal, Anand Prajapati",Bessemer Venture Partners,30000000.0,Scaling,2021-01-01
2143,CARS24,2015,Gurgaon,Logistics & Transportation,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.","Mehul Agrawal, Vikram Chopra","DST Global, Falcon Edge, SoftBank Vision Fund 2",450000000.0,Scaling,2021-01-01
2144,Klub,2019,Bengaluru,Finance sector,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.","Anurakt Jain, Ishita Verma",Trifecta Capital,2000000.0,Exit Options,2021-01-01
2145,Bluepad,2020,Bengaluru,Media & Entertainment,A one-stop solution for aggregated content  in vernacular languages,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella","Titan Capital, AngelList's syndicate",200000.0,Ideation,2021-01-01
2146,FloBiz,2019,Bengaluru,Consumer Services,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,31000000.0,Scaling,2021-01-01
2147,Tummoc,2016,Bengaluru,Logistics & Transportation,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",540000.0,Validation,2021-01-01
2148,Design Cafe,2015,Bengaluru,Design,Design Cafe is on a mission to democratize good design for homes in India.,"Shezan Bhojani, Gita Ramanan","Westbridge Capital, Sixth Sense Ventures",25000000.0,Early Traction,2021-01-01
2149,PayCardo,2021,Pune,Finance sector,A true Contactless & Cashless and secure payment system reducing cash dependency,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold,3500000.0,Ideation,2021-01-01
2150,Aerchain,2019,Bengaluru,Technology sector,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,"Harsha Kadimisetty, Himavanth Jasti","Season Two Ventures, IndiaMart",3000000.0,Early Traction,2021-01-01
2151,Expertrons,2019,Mumbai,Education & Training,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Jatin Solanki, Vivek Gupta","Kunal Shah, Anant Maheshwari",3500000.0,Early Traction,2021-01-01
2152,CuriousJr,2020,Gurgaon,Education & Training,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,"Amit Shekhar, Janishar Ali, Mridul Ranjan Sahu","WaterBridge Ventures, Enzia Ventures",1000000.0,Validation,2021-01-01
2153,Wow! Momo,2008,Kolkata,Food & Beverage,WOW! Momo is one of the fastest-growing food brands in India.,"Binod Homagai, Sagar Daryani, Shah Miftaur Rahman",Tree Line Investment Management,15000000.0,Scaling,2021-01-01
2154,Supertails,2021,Bengaluru,Retail & E-commerce,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Alteria Capital,700000.0,Early Traction,2021-01-01
2155,LifeCell,2004,Tamil Nadu,Health care,A building block of the team that preserves the building blocks of life,S. Abhaya Kumar,Orbimed Asia Partners,30000000.0,Early Traction,2021-01-01
2156,ZestMoney,2015,Bengaluru,Finance sector,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.","Priya Sharma, Lizzie Chapman",Zip Co,50000000.0,Scaling,2021-01-01
2157,FrontRow,2020,Bengaluru,Education & Training,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!","Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh","Eight Roads Ventures, GSV",14000000.0,Early Traction,2021-01-01
2158,HappyCredit,2020,Bengaluru,Finance sector,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.","Jitendra Kumar, Ashish Virmani","Kunal Shah, Krishna Kumar",600000.0,Ideation,2021-01-01
2159,Endimension,2018,Mumbai,Logistics & Transportation,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,"Bharadwaj Kss, Apparao MLV, Kurien Zacharia",Inflection Point Ventures,300000.0,Validation,2021-01-01
2160,Frenzi,2020,Mumbai,Media & Entertainment,India’s Fastest Growing Streaming Social Network,"Balkrishna Singh, Harvinderjit Singh Bhatia",SucSEED Indovation Fund,3500000.0,Validation,2021-01-01
2161,Leverage Edu,2017,Delhi,Education & Training,India's Most Trusted Study Abroad Platform,Akshay Chaturvedi,"Vijay Shekhar Sharma, Rohit Kapoor, Amanpreet Bajaj, Lalit Singh",3500000.0,Early Traction,2021-01-01
2162,BeepKart,2020,Bengaluru,Logistics & Transportation,BeepKart is building a platform to digitize and organize the used two-wheeler market.,"Hemir Doshi, Abhishek Saraf","Stellaris Venture Partners, Chiratae Ventures",3000000.0,Validation,2021-01-01
2163,Lio,2020,Pune,Technology sector,"Lio is the one app for all data where you can create, keep records and track all the records",Anupam Vijayvergia,"Lightspeed, Sequioa",5000000.0,Validation,2021-01-01
2164,TravClan,2018,Delhi,Consumer Services,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,"Arun Bagaria, Ashish Thapliyal",TheVentures,2200000.0,Early Traction,2021-01-01
2165,WickedGud,2021,Mumbai,Food & Beverage,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,Bhuman Dani,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",340000.0,Ideation,2021-01-01
2166,Enercomp,2013,Ahmedabad,Consumer Services,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,SURESH SHAHDADPURI,ah! Ventures,200000.0,Early Traction,2021-01-01
2167,BetterPlace,2014,Bengaluru,Consumer Services,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",Pravin Agarwala,"Jungle Ventures, CX Partners",24000000.0,Scaling,2021-01-01
2168,Medpho,2021,Uttar Pradesh,Health care,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,Shashank Saini,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj",1000000.0,Early Traction,2021-01-01
2169,LivQuik Technology,2012,Mumbai,Finance sector,LivQuik’s vision is to enable the efficient movement of money.,Mohit Lalvani,M2P Fintech,4000000.0,Early Traction,2021-01-01
2170,EventBeep,2019,Pune,Education & Training,An inclusive community where students are inspired and empowered to reach their full potential,"Saurabh Mangrulkar, Rakhi Pal, Venkatesh Prasad","SucSEED  Indovation Fund, Uincept, Palimala Ventures",3500000.0,Early Traction,2021-01-01
2171,GTM Buddy,2020,Hyderabad,Technology sector,Just-in-time Sales Enablement Platform,"Sreedhar Peddineni, Santa Thounaojam, Sundar Vellaichamy, Chandramani Tiwary",Stellaris Venture Partners,2000000.0,Validation,2021-01-01
2172,Gobbly,2019,Gurgaon,Retail & E-commerce,A 24x7 automated retail store filled with daily essentials.,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC",900000.0,Early Traction,2021-01-01
2173,HexaHealth,2019,Mumbai,Health care,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,"Vikas Chauhan, Ankur Gigras, Dr Aman Priya Khanna","Omidyar Network India, Chiratae Ventures",4500000.0,Validation,2021-01-01
2174,Eupheus Learning,2017,Delhi,Education & Training,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,10000000.0,Scaling,2021-01-01
2175,Easiloan,2020,Mumbai,Finance sector,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.","Pramod Kathuria, Vishal Dawda",Tomorrow Capital,1000000.0,Early Traction,2021-01-01
2176,Anar,2019,Mumbai,Consumer Services,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,"Nishank Jain, Sanjay Bhat","Elevation Capital, Accel India",6200000.0,Validation,2021-01-01
2177,Shadez,2019,Mumbai,Retail & E-commerce,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .","Adarsh Anand, Amit Tiwari",Inflection Point Ventures,200000.0,Early Traction,2021-01-01
2178,Vahan,2016,Bengaluru,Consumer Services,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",Madhav Krishna,Khosla Ventures,8000000.0,Early Traction,2021-01-01
2179,MPL,2018,Bengaluru,Media & Entertainment,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.","Sai Srinivas Kiran GV, Shubh Malhotra",Legatum Capital,3500000.0,Scaling,2021-01-01
2180,Tinkerly,2015,Jaipur,Education & Training,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.","O.P. Godara, Vivek Pathak, Kapil Arya, Sharad Bansal",Navneet Education,800000.0,Early Traction,2021-01-01
2181,Godamwale,2016,Mumbai,Logistics & Transportation,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,"Basant Kumar, Vivek Tiwari, Ranbir Nandan",Inflection Point Ventures,1000000.0,Validation,2021-01-01
2182,Artium Academy,2021,Mumbai,Media & Entertainment,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,"Ashish Joshi, Nithya Sudhir","Sonu Nigam, Whiteboard Capital",750000.0,Validation,2021-01-01
2183,Awon GameZ,2020,Uttar Pradesh,Media & Entertainment,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",Amardeep Bajpai,Aditya Duggar,2000000.0,Validation,2021-01-01
2184,Ayu Health,2019,Bengaluru,Health care,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,"Himesh Joshi, Arijit Gupta, Karan Gupta","Vertex Ventures, Stellaris Venture Partners",6300000.0,Early Traction,2021-01-01
2185,Apna,2019,Bengaluru,Consumer Services,India's largest professional networking & job opportunities platform for the rising workforce.,Nirmit Parikh,Tiger Global,100000000.0,Scaling,2021-01-01
2186,BharatAgri,2017,Bengaluru,Agriculture & Environment,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,"Sai Gole, Siddharth Dialani","Omnivore, India Quotient",6500000.0,Early Traction,2021-01-01
2187,Flatheads,2018,Bengaluru,Retail & E-commerce,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,"Utkarsh Biradar, Ganesh Balakrishnan","We Founder Circle, Dexter Angels",1000000.0,Early Traction,2021-01-01
2188,Boutique Spirit Brands,2016,Delhi,Food & Beverage,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,Rahul Gagerna,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred",10000000.0,Early Traction,2021-01-01
2189,eShipz,2019,Bengaluru,Technology sector,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,"Shashi S Tripathi, Shivadeep Mahadi, Ajaykumar R","Indian Angel Network, Axilor",700000.0,Early Traction,2021-01-01
2190,Pine Labs,1998,Uttar Pradesh,Consumer Services,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Amrish Rau,Invesco Developing Markets Fund,100000000.0,Early Traction,2021-01-01
2191,Paytail,2020,Delhi,Finance sector,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,"AMIT CHATURVEDI, Vikas Garg",Cholamandalam,1500000.0,Validation,2021-01-01
2192,4Fin,2021,Pune,Finance sector,4Fin is a Fintech Platform catering to needs of Smart Bharat.,"Amit Tewary, Ajit Sinha",Curesense Therapeutics,1100000.0,Ideation,2021-01-01
2193,Atomberg Technologies,2012,Mumbai,Retail & E-commerce,A maker of energy-efficient smart fans,"Manoj Meena, Sibabrata Das",Ka Enterprises,3500000.0,Early Traction,2021-01-01
2194,Genext Students,2013,Mumbai,Education & Training,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.","Ali Asgar Kagzi, Piyush Dhanuka",Navneet Education,3500000.0,Early Traction,2021-01-01
2195,immunitoAI,2020,Bengaluru,Health care,Perform Antibody Discovery using Artificial Intelligence.,"Aridni Shah, Trisha Chatterjee",pi Ventures,1000000.0,Validation,2021-01-01
2196,GameEon Studios,2013,Mumbai,Media & Entertainment,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",Nikhil Malankar,Mumbai Angels Network,320000.0,Early Traction,2021-01-01
2197,Farmers Fresh Zone,2015,Kerala,Agriculture & Environment,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,Pradeep PS,"IAN Fund, Malabar Angel Network, Native Angel Network",800000.0,Early Traction,2021-01-01
2198,Anveshan,2019,Bengaluru,Food & Beverage,Revolutionizing the food industry through technology by providing high-quality traceable food products,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa","DSG Consumer Partners, Titan Capital",500000.0,Validation,2021-01-01
2199,OckyPocky,2015,Gurgaon,Education & Training,OckyPocky is India's 1st interactive English learning app for preschool kids.,Amit Agrawal,"Sujeet Kumar, SucSEED Indovation Fund",3500000.0,Validation,2021-01-01
2200,Coutloot,2016,Mumbai,Retail & E-commerce,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023","Mahima Kaul, Jasmeet Thind","Ameba Capital, 9Unicorns",8000000.0,Early Traction,2021-01-01
2201,Nova Benefits,2020,Bengaluru,Health care,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,"Saransh Garg, Yash Gupta","Susquehanna International Group, Bessemer Venture Partners",10000000.0,Early Traction,2021-01-01
2202,HomeLane,2014,Bengaluru,Real Estate & Construction,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",Srikanth Iyer,"IIFL AMC, Oman India Joint Investment Fund",50000000.0,Scaling,2021-01-01
2203,Lido Learning,2019,Mumbai,Education & Training,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,Sahil Sheth,Unilazer Ventures,10000000.0,Early Traction,2021-01-01
2204,Jar,2021,Bengaluru,Finance sector,A daily gold-savings app that saves spare change & auto-invests.,"Nishchay AG, Misbah Ashraf","Tribe Capital, Arkam Ventures, WEH, Kunal Shah",4500000.0,Early Traction,2021-01-01
